Booking ID,Booking Date,Trip Start Date,Trip End Date,Lead Time,Aircraft_hash,Trip Type,Origin,Aircraft Type,Manufacturer,Size,Customer_hash,Price,Salesperson_hash,Flight Time,Flight Distance,Passengers,Itinerary,Starting ICAO,Ending ICAO,Customer Segment,Trip Class,Trip Category,Status
OFGEE,9/15/2021,9/16/2021,9/17/2021,1.0,82f5e3d5ba341bb271bb046c8046725c690d460903894fb63d3ee5d62852e2e1,Charter | 135,EMAIL,Cessna Citation Ultra,Cessna,Light,f88645b73e05809043b5ff9c9ecf5e8c521d31d33cd11b2bf3d1d3703783bed4,7129.63,c43237bab3363d2fdac6698a860029282220ba6b6a9a692bdc8aaff9ce81d944,1.933333333,512.0,5.0,KSBA/KAPC/KSBA,KSBA,KSBA,,,,Booked
EKOYW,1/5/2023,4/9/2023,4/12/2023,93.0,a4a2be28d2ec87be1e6864761e4d42088fce884c27d9d6cfda6e0fcf37476de4,Charter | 135,EMAIL,Falcon 900,Dassault,Large,81767410885be43f5204fa20ed647b66628d26449613bed6a5d01ea6b63cf3c0,45815.07,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,3.383333333,1230.0,8.0,KVNY/KOTH/KVNY,KVNY,KVNY,Key Account,Roundtrip,Domestic,Booked
LUOGP6,1/13/2023,1/30/2023,1/31/2023,16.0,64ec2bee2b64ea2d0e24c6a72d72b4358d6b4338c07ef75d7e081c679392f358,Charter | 135,EMAIL,Gulfstream 550,Gulfstream,Large,e817503fb04ef6560f770e8cb2ae858bbc98e5d24989c5a7b671423edae96fe8,107970.0,a69a25607d9f39b06e53c7a967ce90283bc962517078719a592bf1d57f6d873d,10.36666667,4418.0,8.0,KVNY/KTEB/KVNY,KVNY,KVNY,Key Account,Roundtrip,Domestic,Booked
IBRUQ3,1/26/2023,3/7/2023,3/8/2023,40.0,28f2af552451998ca6e15f95fdb4a1bb84db74092d5b9bd5a6e1affb0dc43809,Charter | 135,EMAIL,Falcon 2000EX,Dassault,Super Mid-Size,dafc1ebc498e8ca19b663aead6a057081b38164460391edf3e582513e0c1a74e,76246.0,b53d8f4d7c9bf9814f243122f72a558f4b96cea969292403bcb344bf8a8abfdb,10.38333333,4258.0,3.0,KVNY/KTEB/KVNY,KVNY,KVNY,Wholesale,Roundtrip,Domestic,Booked
IMVEF1,1/19/2023,2/12/2023,2/15/2023,24.0,61b6d56efe39bd78ca4468c1a3710b704e2bd4a43b607c7c6e02502629526510,Charter | 135,EMAIL,Gulfstream V,Gulfstream,Large,f86940d0e5379b8ecb883e1c7bf62016e17f88573dbb542d1de2d312e1f4f3fe,63156.28,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,1.566666667,556.0,6.0,KVNY/KOAK/KVNY,KVNY,KVNY,Wholesale,Roundtrip,Domestic,Booked
ASIWP,1/6/2023,1/27/2023,1/29/2023,20.0,ce222bc1004e5ad1a74ca35c86a1ced584fb185ba88168bce2117a6e7bee933c,Subcharter | 135,EMAIL,Citation CJ3,Cessna,Light,a82c41e0df56d66a545a4235902eaad0f2aeb1563d8a63dc89a1e83f110f1705,35103.0,252a0633c358710a773413cc02e57a7163c6869426356f9789d1eae2bc4c4a10,2.833333333,1666.0,2.0,KOXC/KDAB/KOXC,KOXC,KOXC,Key Account,,Domestic,Booked
AGMOG,4/23/2021,4/25/2021,4/26/2021,2.0,dab209f38de6b14b239023e95bb6875f5a5c3ea12b192371a88e01cb30c61d5e,Charter | 135,EMAIL,Embraer 135BJ,Embraer,Large,7cb3539aaaf38df3cfeb631fe26aa6e0e67db4d4cd847d48f7ead5d765fbb828,6038.0,c92ce3c01e4352febbd906e365788edbbdec768e4928b7cf47091a952512e75a,1.466666667,502.0,2.0,KSLC/KVNY,KSLC,KVNY,,,,Booked
YAERN1,1/12/2023,1/13/2023,1/16/2023,1.0,78904ff75106e98dfc3a06e145cedc97cb3d3ebae5c989bbc99bd1da48fdd770,Subcharter | 135,EMAIL,Global 6000,Bombardier,Large,99d559d431a7916cd084d050f53487290f3ff13822f08bb44e5bf454898e484d,148352.0,252a0633c358710a773413cc02e57a7163c6869426356f9789d1eae2bc4c4a10,5.066666667,1868.0,8.0,KPHL/MYAM/KMIA/KPHL,KPHL,KPHL,New Retail,,International,Booked
XIWAL1,7/8/2021,7/11/2021,7/11/2021,2.0,812e4f85f1967888a04e9a3325541760af3047d409f363e7877428f4545e0cbe,Subcharter | 135,EMAIL,Citation X,Cessna,Super Mid-Size,a71bbf1f6a48463b47198030c78310dc93b125642f9b75f914df877fac7ac7af,24145.0,8009e22925d6e90622a77c154794cf2dfc2f6f5c4b0f9daa461fb5e2347ad1c2,2.2,1459.0,8.0,KVNY/KMSN,KVNY,KMSN,,,,Booked
ESINY,1/7/2023,1/8/2023,1/8/2023,0.0,0c7ba42a2fa7829b625149dc471b649d404bf774446c96ab12684e02fb6fd8a4,Subcharter | 135,EMAIL,Gulfstream GIV,Gulfstream,Large,3ba3a92aa48b53413232440075b447990e13feef497febb100a26b22a9f80be5,24910.0,f8555eb1ab27606a279a5de05e3252a5437194d1df89945119c345d4d81ea148,1.483333333,502.0,7.0,KSLC/KVNY,KSLC,KVNY,Owner,,Domestic,Booked
DOLIE,5/10/2021,5/29/2021,5/31/2021,19.0,4f9c50d37666a9dae59042a1a8865b4ef73c1ce796bff45c5a90b838d975156a,Charter | 135,EMAIL,Learjet 70,Bombardier,Light,8520222c0c779264183c80b5dc4255505e81f285d3b3ea7b84b3b86bd9359782,15771.0,980221ebd7b0cd417ac42dc2456b58eb9629d52be31386f568a4d070eebf3d30,1.766666667,604.0,6.0,KVNY/KAPC/KVNY,KVNY,KVNY,,,,Booked
OHFOB,7/9/2021,7/12/2021,7/13/2021,3.0,28f2af552451998ca6e15f95fdb4a1bb84db74092d5b9bd5a6e1affb0dc43809,Charter | 135,EMAIL,Falcon 2000EX,Dassault,Super Mid-Size,4822b26282d97766e57713b59661f08533174ac9aa6e809f937e53d4bd0d3c45,51544.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,6.85,2693.0,2.0,KVNY/MMMY/KSFO/KVNY,KVNY,KVNY,,,,Booked
YOGOS1,1/8/2023,1/10/2023,1/11/2023,2.0,64ec2bee2b64ea2d0e24c6a72d72b4358d6b4338c07ef75d7e081c679392f358,Charter | 135,EMAIL,Gulfstream 550,Gulfstream,Large,9f74c59b314487690a3cf1cb30ca9cee252b2633380a674616361e792157f1d2,78713.0,252a0633c358710a773413cc02e57a7163c6869426356f9789d1eae2bc4c4a10,5.1,2332.0,8.0,PHLI/PHOG/KVNY,PHLI,KVNY,Existing Retail,One way trip,Domestic,Booked
UBXUG,9/15/2021,9/14/2021,9/15/2021,0.0,27e2095b01d8d58859c9c2989cba08fca85c9785b74c88d5d11c92be8df48689,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,f23bb3b35e83615f1a37f0e4788fa1c2c47a862b0da1edd0d8e58b0048ef0b54,43938.0,c43237bab3363d2fdac6698a860029282220ba6b6a9a692bdc8aaff9ce81d944,5.566666667,2167.0,1.0,KTEB/KLEX/KVNY,KTEB,KVNY,,,,Booked
SUFUT,1/13/2023,1/25/2023,1/25/2023,12.0,3c5fd5c4930f67b28ae7eb1d63a8108f0d97c761f2513bad0395d8ffc3d11ae6,Subcharter | 135,EMAIL,Hawker 400XP,Beechcraft,Light,29ffa3fc506f0515d45e8bdc3589aab02cbb474bf53a8c7576d578e4c6cca351,14000.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,1.383333333,398.0,6.0,KVNY/KLAS/KVNY,KVNY,KVNY,Key Account,,Domestic,Booked
APPAB,11/1/2021,12/26/2021,12/27/2021,54.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,DISPATCH,Falcon 2000,Dassault,Super Mid-Size,8a06e5e5a00aa82bd1d346e5ddf41a0eee78097d54d4f5d42799642c86f84f78,32522.0,965b60fa0c950678e1341bd7ad9c3c1348621f31fbffc72f7da6f5bee85a788e,4.016666667,1362.0,1.0,KVNY/KSUN/KSAN/KVNY,KVNY,KVNY,,,,Booked
HOJUT1,5/6/2021,5/23/2021,5/23/2021,17.0,4f9c50d37666a9dae59042a1a8865b4ef73c1ce796bff45c5a90b838d975156a,Charter | 135,EMAIL,Learjet 70,Bombardier,Light,79b24de63ddd0cd0bec3f6ad6684ceaaab8666613b5d19dd7e66158579a1b845,8940.0,73203cc3292a916e603f3321f421d7f01e665699b91e0babd3f77bf3306f3ee9,1.9,501.0,2.0,KVNY/KMRY,KVNY,KMRY,,,,Booked
IFRIR1,2/3/2023,2/23/2023,2/24/2023,20.0,6fecc3161ec38c97e3e89925772ad9c4197c1e08515bc427fe44c16ca09a1ad3,Charter | 135,EMAIL,Hawker 850XP,Beechcraft,Mid-Size,098649ae153dff565d93e048aa0aa8f3f411cf7eee10d2bb5595dae6557882cc,31887.0,800ce0193fc9487cb5a13d7efa4e27facf9daf05b949543d67f17f4e7fe3b50d,0.65,48.0,0.0,KHPN/KFRG/KHPN,KHPN,KHPN,New Retail,Roundtrip,Domestic,Booked
HUIGC,1/16/2023,1/17/2023,1/17/2023,1.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,EMAIL,Falcon 2000,Dassault,Super Mid-Size,5b7b95f2b5432b18aaa2fe9c70935b696a16b4011aab5e635e0b323632c503e4,26453.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,3.216666667,1182.0,2.0,KVNY/KSUN/KVNY,KVNY,KVNY,Key Account,Roundtrip,Domestic,Booked
AMKOU,7/13/2021,7/20/2021,7/20/2021,7.0,be73e550f6e50a7531c2722a94469b5dd18d1d95731eb2a54a773c2d4d61e9ac,Subcharter | 135,EMAIL,Hawker800XP,Beechcraft,Mid-Size,4e7029ac4f5a743ceff39063e64659add166cb8a49b2ba5129ecb4836e950795,15784.0,ef1a24e63c3e048cdb8f2ac976b9c24f6cb3a3a6bf75604758fba75a70c330b6,1.4,433.0,3.0,KPTK/KTEB,KPTK,KTEB,,,,Booked
IWKIE2,11/19/2021,12/7/2021,12/13/2021,18.0,daa5d36e00a3f7127bb841346b4adc3350b2b7b4d5ca94936cd0ef6f49cd460f,Subcharter | 135,EMAIL,Challenger 300,Bombardier,Super Mid-Size,82582630e24e403154092d96fb61a9f47e48994df023cf046129e3f72d7ccd57,108545.0,eefcae87d301ee063e269c77851cd4596957a3a15557e5b18e82f803f62cdd14,11.6,4756.0,8.0,KVNY/MROC/KVNY,KVNY,KVNY,,,,Booked
HUVID,1/11/2023,1/12/2023,1/12/2023,0.0,750c39720f53fc6e413b75fef91f0ac3fb79d80690379e7b139a3c69312a36ad,Charter | 135,EMAIL,Phenom 300,Embraer,Light,5a31cb1dafd17b575d6862024d9da9921d3b24044e74606995afcd8658aba9b8,43233.54,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,8.216666667,2906.0,1.0,KVNY/KMSY/KVNY,KVNY,KVNY,New Retail,Roundtrip,Domestic,Booked
TIBIQ,5/3/2021,6/4/2021,6/6/2021,32.0,c956bae345ec82422aa6eb1bb95f9a7006e6124142bd22d3c238b0c717a6c402,Charter | 135,EMAIL,Challenger 350,Bombardier,Super Mid-Size,0e34df9b896d66af047161a866d39e24fbcbd0c1177087ebdee90573c8f21dd0,67688.0,c43237bab3363d2fdac6698a860029282220ba6b6a9a692bdc8aaff9ce81d944,10.45,4188.0,3.0,KPBI/KTPA/KSBA/KTPA/KPBI,KPBI,KPBI,,,,Booked
OTREW,1/10/2023,1/23/2023,1/23/2023,13.0,4d29ebec7365f67a6ae1edb07b4a2e4bebe559dc5e0e20f8add70bbfbda6f4f5,Charter | 135,DISPATCH,Challenger 300,Bombardier,Super Mid-Size,d60f9672c33a2460ead2eb53ca2e21b5cd5a9bf2f1f7b69a825832d6a59e9fd0,15419.0,47cb1d67cdc07ff8e03deddfa90be6739ac863880f747cf11149f40c93b6babc,0.0,560.0,8.0,KTRM/KASE,KTRM,KASE,,One way trip,Domestic,Cancelled
EHJAC,5/13/2021,5/27/2021,5/29/2021,14.0,28f2af552451998ca6e15f95fdb4a1bb84db74092d5b9bd5a6e1affb0dc43809,Charter | 135,DISPATCH,Falcon 2000EX,Dassault,Super Mid-Size,6aab7a9cf9ad210fd46dd7f18d1c548198f8fc7c731a26b29979fa29efa44ae1,51435.0,8f7827d07970ecd0b3e0d770c4d38fbc8f407b18c22b2d049fdbec5eb0b833bf,4.433333333,1618.0,10.0,KVNY/MMSD/KLAX/KVNY,KVNY,KVNY,,,,Booked
VIMUA5,1/11/2023,1/26/2023,1/29/2023,15.0,a4a2be28d2ec87be1e6864761e4d42088fce884c27d9d6cfda6e0fcf37476de4,Charter | 135,EMAIL,Falcon 900,Dassault,Large,bf6b56d25ee95e1d167db030e1d6c9122bf342e8ddd2e820d3c9e1134e9dd7b7,58478.0,ee161b1189d06b4fc6df8c02df6fcbe3630da808e97e8934213ff9602566107c,5.683333333,2168.0,3.0,KVNY/KDAL/KVNY,KVNY,KVNY,Key Account,Roundtrip,Domestic,Booked
ANAMH,6/26/2021,6/29/2021,6/30/2021,3.0,ea00d09fc6373af67656fa54b8494443dba16e24fc2a1071f3d99a6c701525a8,Charter | 135,EMAIL,Falcon 2000,Dassault,Super Mid-Size,0432001b08ba2f893ecd29f6bd4e851af4a54b74aa90bbb85f6ece4da45d5e45,20605.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,3.166666667,1142.0,1.0,KVNY/KBOI/KVNY,KVNY,KVNY,,,,Booked
NUUJR,4/12/2021,3/18/2021,3/20/2021,-24.0,12ecca588e3798cad337ae398507a283ae505b3d9bdf9f648bed61fdb26eb983,Subcharter | 135,EMAIL,Hawker 900XP,Beechcraft,Mid-Size,4be73cd4c94c710b73ec2fa09f4c08842e5ad001bb254b35e1eba4a5d2568b6d,17205.0,77860aa3545c35b2a1caaa53f0802599dca0498bcccebb930ec388652f4ec41e,1.2,398.0,1.0,KVNY/KLAS/KVNY,KVNY,KVNY,,,,Booked
TUXAW,6/11/2021,6/12/2021,6/13/2021,1.0,754390e6cfa50107fd87c3ea9dd3404cfc9ddc369cf1ae8da8d0941cafc126d2,Charter | 135,EMAIL,Falcon 2000,Dassault,Super Mid-Size,8eaf62340625e57b354f683ef28297b5cc425228afcdee85f7025528211ee325,55953.0,73203cc3292a916e603f3321f421d7f01e665699b91e0babd3f77bf3306f3ee9,9.166666667,3622.0,5.0,KVNY/KLEX/KSUN/KVNY,KVNY,KVNY,,,,Booked
EFZAJ,1/12/2023,1/13/2023,1/13/2023,1.0,89b55a178ee9ef2325c8792be94c664b04340044c91fd549b2ca541a1d839532,Subcharter | 135,EMAIL,Lear 40XR,Bombardier,Light,63b3c347f8ae743cdbc7d232f807852b9be5e3347c5ce29bbbb03fef2191d190,13570.0,77860aa3545c35b2a1caaa53f0802599dca0498bcccebb930ec388652f4ec41e,1.0,330.0,3.0,KVNY/KSDL,KVNY,KSDL,Existing Retail,,Domestic,Booked
EZUSW,8/3/2021,8/5/2021,8/5/2021,1.0,fb3669542c2e3e9aed9f625e80b9f58eceaf4ec324e60ddf03746314c140fba5,Subcharter | 135,EMAIL,Global Express XRS,Bombardier,Large,caec925c1acc8a3d9aea8ec85fe3c82e415db280184198e689121ce088c83f44,171988.0,ef1a24e63c3e048cdb8f2ac976b9c24f6cb3a3a6bf75604758fba75a70c330b6,10.55,5273.0,3.0,KLAX/LFTH,KLAX,LFTH,,,,Booked
IYILN,2/16/2023,12/10/2023,12/13/2023,297.0,ce8be4b856ae5777237a0d5a1e8cd826bade69ab220c033c07f955ebfe56b013,Charter | 135,EMAIL,Gulfstream 550,Gulfstream,Large,f86940d0e5379b8ecb883e1c7bf62016e17f88573dbb542d1de2d312e1f4f3fe,104879.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,8.6,3726.0,6.0,KVNY/KAGC/KVNY,KVNY,KVNY,Wholesale,Roundtrip,Domestic,Booked
IFTIJ,11/11/2021,11/25/2021,11/26/2021,13.0,a4797f0a2e064ed968d8ac27c766d652328fbff6de8f6b5f7263d5eef7c29a0b,Subcharter | 135,EMAIL,Gulfstream V,Gulfstream,Large,99c3a3d148c7de3b4ec7dceb76f0474ca018085dc95a6a2d8c4ca98b26af5384,58333.87,c92ce3c01e4352febbd906e365788edbbdec768e4928b7cf47091a952512e75a,7.833333333,3192.0,4.0,KVNY/KSDF,KVNY,KSDF,,,,Booked
OZHAJ1,1/17/2023,1/14/2023,1/18/2023,-2.0,16047b4902be1fec5cee618d4c3529f389a25a916dc3fbe13de5dacf34755573,Charter | 135,EMAIL,Gulfstream G550,Gulfstream,Large,cbe97102dc069ae66fd1b633abc2742ce11578f1c8abcb19ddeca351034d7749,119180.0,77860aa3545c35b2a1caaa53f0802599dca0498bcccebb930ec388652f4ec41e,9.766666667,4258.0,8.0,KVNY/KTEB/KVNY,KVNY,KVNY,Wholesale,Roundtrip,Domestic,Booked
KAWUH,10/22/2021,10/23/2021,10/24/2021,1.0,6134c60c3941e49776a4d2aa0981f98a7553833202d775f892a3b1067472403a,Subcharter | 135,EMAIL,Citation CJ3,Cessna,Light,b8138cf954c81666825c72538609466b943dce2d1e4da24a64954168ba1ea0d2,11488.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,1.05,398.0,2.0,KVNY/KLAS/KVNY,KVNY,KVNY,,,,Booked
OFRID1,2/17/2023,2/28/2023,3/9/2023,11.0,dc21d8a3401f08dc4224faf452deb844d66d43b8216a86c29c4163630820bddd,Charter | 135,EMAIL,Gulfstream G550,Gulfstream,Large,5b7b95f2b5432b18aaa2fe9c70935b696a16b4011aab5e635e0b323632c503e4,159783.1,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,9.766666667,4436.0,9.0,KSNA/KVNY/PHKO/KVNY,KSNA,KVNY,Key Account,Roundtrip,Domestic,Booked
OLOJY,4/26/2021,4/27/2021,5/3/2021,1.0,617a5af44e5f7e39b676cdefe520c06a7893859b7de3203ae8d6ccf0d3e3c135,Charter | 135,EMAIL,Gulfstream IV,Gulfstream,Large,c81460861833d6103789f52335454cec4d0aa6cac7aa57f26f692f63088c0f8a,86777.0,9e9d53e6f31f5c597690665679369635c14a58d6942d975e349bab0932eefe0b,9.35,4258.0,4.0,KVNY/KTEB/KVNY,KVNY,KVNY,,,,Booked
OKPAB1,12/21/2021,12/28/2021,12/29/2021,7.0,2d2cdefd93481bd97a4732bff79d8c9e98a6779b8d9a068d3bd406d89c7fbb79,Charter | 135,EMAIL,Global 5000,Bombardier,Large,1aee86aef9df121e11252765318bea4c4c38f100c0971b655300c0a12f4b466e,86836.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,7.233333333,2738.0,5.0,KRNO/KSUN/KBFI,KRNO,KBFI,,,,Booked
LIWOE1,2/2/2023,2/16/2023,2/22/2023,14.0,8513dc54e4d1420208c32d4fb328cab7632df8b9bf746e0f148c01d9cf8c483b,Charter | 135,EMAIL,Gulfstream G450,Gulfstream,Large,cbe97102dc069ae66fd1b633abc2742ce11578f1c8abcb19ddeca351034d7749,137613.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,4.866666667,2282.0,14.0,KVNY/KLHM/KSJC/KPDX/KSJC/KVNY,KVNY,KVNY,Wholesale,Roundtrip,Domestic,Booked
UYXAU,5/5/2021,5/12/2021,5/12/2021,6.0,dab209f38de6b14b239023e95bb6875f5a5c3ea12b192371a88e01cb30c61d5e,Charter | 135,DISPATCH,Embraer 135BJ,Embraer,Large,b498cf0d4031ea753f4a0c505fcb95d0a29d33a5be900eb462b6d5d457af19cf,24750.0,980221ebd7b0cd417ac42dc2456b58eb9629d52be31386f568a4d070eebf3d30,3.266666667,1230.0,12.0,KVNY/KOTH/KVNY,KVNY,KVNY,,,,Booked
DOUXA1,2/2/2023,2/24/2023,2/26/2023,22.0,8513dc54e4d1420208c32d4fb328cab7632df8b9bf746e0f148c01d9cf8c483b,Charter | 135,EMAIL,Gulfstream G450,Gulfstream,Large,cbe97102dc069ae66fd1b633abc2742ce11578f1c8abcb19ddeca351034d7749,37162.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,0.0,404.0,10.0,KVNY/KVNY/KPSP/KPSP/KVNY,KVNY,KVNY,Wholesale,Roundtrip,Domestic,Cancelled
ODFID,7/13/2021,7/13/2021,7/13/2021,0.0,c26eeeea39c765d7a648e4ff344b9ea02df70b23b748bc4b1d06383e49454ba4,Subcharter | 135,EMAIL,Hawker 400XP,Beechcraft,Light,4be73cd4c94c710b73ec2fa09f4c08842e5ad001bb254b35e1eba4a5d2568b6d,10204.0,77860aa3545c35b2a1caaa53f0802599dca0498bcccebb930ec388652f4ec41e,0.683333333,199.0,2.0,KVNY/KLAS,KVNY,KLAS,,,,Booked
DOTUB,7/25/2021,7/26/2021,7/26/2021,0.0,e62c665dd8166da3c93399c50564a85fdce5eb763a46257c68734a7f8a288452,Subcharter | 135,EMAIL,Citation CJ3,Cessna,Light,42b9e594a34542a907caac9105739b2b86e12e3101eb1266896487655c174905,17300.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,1.633333333,531.0,0.0,LGKR/LOWW,LGKR,LOWW,,,,Booked
GEULR,1/30/2023,2/4/2023,2/5/2023,5.0,fcc69de79d74b83811c0195b9350a03d1d67f2c016bb24f67b15a4b7908e79ff,Subcharter | 135,EMAIL,Lear 40,Bombardier,Light,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,17727.44,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,2.3,556.0,3.0,KVNY/KSFO/KVNY,KVNY,KVNY,Key Account,,Domestic,Booked
IDPUL,1/18/2023,2/22/2023,2/23/2023,35.0,750c39720f53fc6e413b75fef91f0ac3fb79d80690379e7b139a3c69312a36ad,Charter | 135,EMAIL,Phenom 300,Embraer,Light,8296db2d2e2be89f836528a2a34239736e930fa46accd81aed2ba1083e6a9da9,18136.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,0.0,556.0,3.0,KVNY/KSFO/KVNY,KVNY,KVNY,Key Account,Roundtrip,Domestic,Cancelled
ACAVI1,4/29/2021,5/4/2021,5/6/2021,5.0,7b00269f1f007d418e214da7df61a65c331d972ac37a06567268b3c46ee820e0,Charter | 135,EMAIL,Pilatus PC-24,Pilatus,Light,5171cc066bec44be8271a0e38c6a8d6d59a8d3968c94ce62bf03452066b602f1,33325.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,0.0,3354.0,6.0,KOXC/KMQS/KBCT/KEYW/KTEB/KOXC,KOXC,KOXC,,,,Cancelled
EMDUC,8/31/2021,10/25/2021,10/30/2021,55.0,c58a2ca215bbb9f17ae32433baf4960795deabeaca3bf9fdcc7a1ff61311f028,Charter | 135,DISPATCH,Falcon 7X,Dassault,Large,cdbd587d748f38659015b6209512213735708642b54c5d315aa1e972939f7e53,96895.0,d6a5f2bd521c3c7255e63fd8848f5980e2e5c6216f5b65022654884df049d177,0.0,4809.0,1.0,KOXC/KTEB/KVNY/KSFO/KSJC/KFOK/KOXC,KOXC,KOXC,,,,Cancelled
ELZEA,9/20/2021,9/24/2021,10/4/2021,4.0,dab209f38de6b14b239023e95bb6875f5a5c3ea12b192371a88e01cb30c61d5e,Charter | 135,DISPATCH,Embraer 135BJ,Embraer,Large,74a34d93af4d60a5f41828df62e8bbd3dbaef776ff4d545cae5d6f696df44457,158707.0,97889ba44345174cfa08d75ac8d0f21b042a64d732e6f0037c17a65ad1586ac2,17.38333333,6548.0,13.0,KVNY/KDAL/KPHX/KMDW/KOMA/KMDW/KSTP/KVNY,KVNY,KVNY,,,,Booked
OJOWL,1/16/2023,1/18/2023,1/18/2023,1.0,e4f98ec03e16d79d54b4b081705d99f025b665bf23a3f96583195481c323dc5b,Subcharter | 135,EMAIL,Sirkorsky 76,Sikorsky,Light,c04de9bc71c1cdbfe217f45eeb0c78fdfb7ed7813166e4c0bb8cb094f36535ae,9940.03,26a09284d375ce135afdc120f87fdfeb8a9f6c34896927f39102fdd75e5b1989,0.4,71.0,1.0,P72/KJRA,P72,KJRA,Owner,,Domestic,Booked
JEVAE3,8/12/2021,8/13/2021,8/13/2021,1.0,aa68ce69673ec50f220a66d84fcf0140308a2e3cc56d463ac6a979ab89b49889,Charter | 135,EMAIL,Global Express,Bombardier,Large,dc5de4f06cc982f27135fec299e1deb53c6142da8a1861b78578920e87892de3,36516.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,2.866666667,1308.0,7.0,KVNY/KSTC,KVNY,KSTC,,,,Booked
QEKIB2,1/18/2023,2/18/2023,2/18/2023,30.0,61b6d56efe39bd78ca4468c1a3710b704e2bd4a43b607c7c6e02502629526510,Charter | 135,EMAIL,Gulfstream V,Gulfstream,Large,1a93de506127194cd8b7e5ea15596407c2930b4f457e33cae7f0fa59d5bab765,59988.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,5.3,2148.0,5.0,KVNY/MMPR/KSDM/KVNY,KVNY,KVNY,Key Account,Roundtrip,International,Booked
ECAXR,6/30/2021,6/30/2021,7/3/2021,0.0,6a0c7aa40319afd851873298f9427de53587ad795e9f2bbfcdd10168775b0da5,Charter | 135,EMAIL,Hawker 900XP,Beechcraft,Mid-Size,c7e1b88c112b0e65f947f7f74fe24bbb0e8ec5154a6ef400662d465a179a6fb5,37905.0,8c9637d84bc01e77334d1fb69fca188d34fc46ea46f811a85af6ce7563142cb4,4.883333333,1620.0,8.0,KTIW/KPDX/KVNY/KPDX/KTIW,KTIW,KTIW,,,,Booked
QEKIB3,1/18/2023,2/25/2023,2/25/2023,37.0,a4a2be28d2ec87be1e6864761e4d42088fce884c27d9d6cfda6e0fcf37476de4,Charter | 135,EMAIL,Falcon 900,Dassault,Large,1a93de506127194cd8b7e5ea15596407c2930b4f457e33cae7f0fa59d5bab765,60416.0,8a3ce970f53de874df6ea68097443422fa78c04edab53c9f7824e2ed50700e9d,5.566666667,2148.0,3.0,KVNY/MMPR/KVNY,KVNY,KVNY,Key Account,Roundtrip,International,Booked
EWUQM,4/12/2021,3/20/2021,4/3/2021,-22.0,a4a2be28d2ec87be1e6864761e4d42088fce884c27d9d6cfda6e0fcf37476de4,Charter | 135,EMAIL,Falcon 900,Dassault,Large,fa74d0f1d421857f3fd19602cb3e45c2d769f993eb4afc837686a78b887d4fde,19995.0,9cbb92bfa061afd27be007e6eafb9fa462cd4abf11d588c1309f0ba450a18a19,7.733333333,3084.0,8.0,KVNY/KBZN/KVNY,KVNY,KVNY,,,,Booked
VAOCA,7/16/2021,7/17/2021,7/17/2021,1.0,4f9c50d37666a9dae59042a1a8865b4ef73c1ce796bff45c5a90b838d975156a,Charter | 135,DISPATCH,Learjet 70,Bombardier,Light,e55d8b8f276755432b6cd7876860b44c87244e65abd8dc4d0c5b8f3dff3c961b,24873.0,6f5dfba9d26a17670936913ebd29361f163c5dbf4220beeb9063e181f581bfbd,3.816666667,1182.0,4.0,KVNY/KSLC/KPSP/KOXR/KSNA,KVNY,KSNA,,,,Booked
